timestamp,temperature,humidity,soil_moisture,water_level,light_intensity,soil_ph,pump_status,battery
2024-01-01 00:00:00,16.225164797122027,80.24931432943103,50.09289584180774,350.0,4.356330609348267,6.1442969688102185,0,98.0
2024-01-01 00:15:00,15.0,72.8749176622566,50.11163819709537,349.15389363654333,4.064397896042554,6.779970083497473,0,97.71303150337799
2024-01-01 00:30:00,15.0,72.48042012270794,49.9489407667157,347.88090004644266,1.1093753271187212,6.507574187361413,0,97.57034420462841
2024-01-01 00:45:00,15.0,77.46661627133882,50.68685452086563,346.95129379601104,1.340643797764336,6.29423399503188,0,97.42704416190601
2024-01-01 01:00:00,15.0,62.60870392833368,50.25489421531797,346.22945365481456,9.757712476825319,6.50589484882666,0,96.99989061834142
2024-01-01 01:15:00,16.107985996005546,79.1554968478691,46.22315454501538,344.97783685188534,5.834986292095329,6.685256667355779,0,96.65515053511419
2024-01-01 01:30:00,15.0,77.41541142241299,48.935329907197826,343.4498044026569,2.1132652047744505,7.056686189438529,0,96.25567250366466
2024-01-01 01:45:00,18.622979722157083,69.65557795744532,47.554983085086754,342.3789193054116,7.574420941315211,6.791964785927947,0,95.83255388022444
2024-01-01 02:00:00,15.0,73.72877534170995,54.514942342573164,340.8111879885776,7.504131171041855,6.0933482353083255,0,95.37724512966189
2024-01-01 02:15:00,16.245123893182754,65.2629439128401,52.48354165547351,339.0408586249442,3.3782655364767065,6.64500887832807,0,94.90512186758573
2024-01-01 02:30:00,16.51378695681043,68.92351300218371,52.163886954216004,338.02244965142944,3.860078769454083,6.812204334364251,0,94.71671522757285
2024-01-01 02:45:00,15.46215344357207,71.33647061661605,55.93157880721635,316.9595768259272,4.603861153677648,6.531439961654514,0,94.6057961351633
2024-01-01 03:00:00,18.587845754440515,68.94392023654028,49.00787001043656,315.5926230904973,3.0547581192839512,6.164052008351811,0,94.15063920486975
2024-01-01 03:15:00,18.282749745849948,71.92160575768612,49.34760027110153,346.50796985062607,9.336746975564905,6.4084379685873225,0,93.85635488473557
2024-01-01 03:30:00,16.327302457825123,61.85303921539928,50.95447228460529,345.0084498043406,0.627667025913734,6.28271328643948,0,93.64693434873602
2024-01-01 03:45:00,19.151353658681952,70.06649669091945,60.34565674321364,343.5834599522798,3.863094488478839,6.29136162275744,0,93.42373576436303
2024-01-01 04:00:00,21.006058451294873,59.463602983061556,56.95525255037579,342.4956803210829,7.328368692272446,6.800894490588255,0,93.18952067328911
2024-01-01 04:15:00,21.00549412794835,70.60209011329322,56.68537701106576,341.11894188951135,7.237327265764297,6.2853190025530035,0,92.86490416953964
2024-01-01 04:30:00,19.853740892213835,68.99830412393432,55.4099509242552,340.0685487361722,8.956815716236962,6.767023436727008,0,92.56974199213322
2024-01-01 04:45:00,17.55846475757632,70.40134641282891,51.49154358770412,338.53465580787076,8.145393874280703,6.103557764260649,0,92.38322064639819
2024-01-01 05:00:00,21.33195962153783,60.64850621475867,51.222092697268884,336.96375184695376,2.166922029352877,6.01061541877269,0,92.2591871856441
2024-01-01 05:15:00,21.488705683170583,66.8250088262397,60.31612659859218,334.9937478937874,4.4676802895869505,6.2180838836934305,0,91.85022615710352
2024-01-01 05:30:00,22.402103996444083,56.84811973814254,55.294944346087846,333.6389903360987,5.069473642382989,6.452502042241532,0,91.48091299675771
2024-01-01 05:45:00,22.756307346527436,64.02916987947913,58.209062692939156,332.8867479373798,0.35886764118814085,6.564153606109209,0,91.22483637514065
2024-01-01 06:00:00,26.10139258165342,50.36832727235765,61.7503947880593,331.951991696326,0.0,6.358435737889798,0,91.08884275305188
2024-01-01 06:15:00,23.844173240898755,72.24230224134062,56.048154668722894,331.4411150284506,9.742124615367509,6.085586849400227,0,90.59830683602999
2024-01-01 06:30:00,26.319573651669103,65.84115301537315,54.771396698760974,329.54866844944,7.811784232304502,5.973209559649577,0,90.28870686358398
2024-01-01 06:45:00,25.49269007937533,62.01512290640726,59.50046530279129,328.00892404391146,0.0,6.068124295324134,0,89.81078872245733
2024-01-01 07:00:00,27.334631822094067,48.119117733379525,54.13274676069658,327.50783354237285,17.118840860712993,6.615840673284761,0,89.61169084800248
2024-01-01 07:15:00,25.151050575464193,53.68991800657427,57.824745105588995,326.30611323043235,36.89146268011693,6.479767486832885,0,89.35272523622749
2024-01-01 07:30:00,27.098957448303057,60.425202887895644,57.970096286373796,374.3894539716093,34.991580717168965,7.050464468442847,0,88.91512906344406
2024-01-01 07:45:00,27.38369033469716,56.702415250876555,51.704261239976276,372.6908571553061,17.66008217144728,6.460891672724533,0,88.52156883025211
2024-01-01 08:00:00,33.23633313661978,56.637664881061106,51.51677124462466,370.84404843809324,52.65347210027802,6.7701270728431115,0,89.24508843283269
2024-01-01 08:15:00,30.11851880337236,53.46180651044624,59.41784293549983,369.7203486603976,45.50523864667451,6.819365579811431,0,89.84885408403935
2024-01-01 08:30:00,29.6598745319917,55.19757775234019,51.78646673672951,368.47925738717146,55.99026874286618,6.1255232619398505,0,90.20088227621754
2024-01-01 08:45:00,28.498399217947064,63.459106717528144,54.89817167975464,366.6160117758589,48.34874054368454,6.881783711150852,0,90.97128983836076
2024-01-01 09:00:00,32.99338343629805,36.59837372894151,65.28181558554172,365.8724667301955,57.420896202287196,6.882146023771822,0,91.52088310172294
2024-01-01 09:15:00,32.90839835775807,44.80402222101467,56.80355461209081,365.15542005039214,71.33329544868215,6.478832354296443,0,91.95358703971644
2024-01-01 09:30:00,31.53078967983853,50.84310101255888,51.09275163816421,364.06399220449504,71.11056984773867,6.801525681766896,0,92.55647334867595
2024-01-01 09:45:00,31.7609155027843,57.652838371941314,52.16999423246144,363.5564600478048,66.09893404992465,7.1301394570354635,0,92.7758551428711
2024-01-01 10:00:00,32.31764281474779,37.67872679666655,42.89144016489311,362.3993773979609,87.60904094467726,5.881450756953326,0,93.55002590135807
2024-01-01 10:15:00,35.97072104591116,46.38713718404253,53.15550240712613,361.10835551557403,88.54157787838983,6.066581058791131,0,94.16125445382126
2024-01-01 10:30:00,34.492361934379296,46.70649627833291,55.24727145469085,338.4797989826939,82.02499277065412,6.7983858382577145,0,94.42425770013018
2024-01-01 10:45:00,33.549114157910196,49.174274009097076,55.5356072333503,336.6614391362301,77.16991593246502,5.846254291531477,0,94.6839346559964
2024-01-01 11:00:00,37.34740495470701,51.67747657682313,56.18525855492495,336.0878931172852,89.52695299189313,6.5549340773104054,0,95.20689544311949
2024-01-01 11:15:00,35.02313657560906,49.31061163008734,42.689009589960456,334.0270361482312,100.0,6.288790806615256,0,95.8404140747427
2024-01-01 11:30:00,35.00208282280441,42.19632106858131,51.9877237420207,332.4822234883293,96.64893012202806,6.771205186932161,0,96.71769407900747
2024-01-01 11:45:00,33.45180685393363,46.07367396450578,45.35771315833005,331.20365319219803,95.86169446674067,6.468152584484993,0,97.21834090143282
2024-01-01 12:00:00,34.36623144244993,48.50990166553332,46.349065353387864,329.66909894171624,100.0,6.244597093588987,0,97.81496412041682
2024-01-01 12:15:00,34.53249309342487,46.238319846334655,59.14446297929036,329.010530937866,98.14678863159169,6.661914271901886,0,98.22234477822597
2024-01-01 12:30:00,33.032093735961396,54.13156820215121,52.35423743706524,327.4361775279951,98.31895680053027,6.822135711228877,0,99.21835038453948
2024-01-01 12:45:00,34.22387453240972,44.11706104713242,46.3538206653309,326.02713014644036,97.8927021954914,6.014412576540455,0,99.45459998163204
2024-01-01 13:00:00,35.30549697900175,36.64317332052007,47.59843943694093,324.616090020511,76.92402503513793,6.138218919533117,0,100.0
2024-01-01 13:15:00,32.556839179256045,51.266065013912716,54.24118490387412,371.089087005402,87.22578120083718,6.501302493651551,0,100.0
2024-01-01 13:30:00,35.915931457832414,43.16176602693445,46.19053650166262,370.20472258681235,95.55446183197316,6.519888091684732,0,100.0
2024-01-01 13:45:00,34.962226736580824,48.97845614117212,49.82069267829592,369.40166676257655,100.0,6.664793664787673,0,100.0
2024-01-01 14:00:00,33.175731924059704,42.49925574900304,47.75740305501319,368.6640562007909,90.8427529193381,6.419761655809069,0,100.0
2024-01-01 14:15:00,28.858324553527417,48.34379246433231,45.053063460374915,367.5510239512095,71.34532257387372,6.682244237486728,0,100.0
2024-01-01 14:30:00,33.67303783622554,43.30553545588106,52.56448822547456,366.5006135304399,91.65587015503607,6.505826482945435,0,100.0
2024-01-01 14:45:00,32.390627015436245,46.178392166502874,50.11999815038268,341.6921240483765,95.72123693545632,6.278305041855486,0,100.0
2024-01-01 15:00:00,32.41518614546855,44.24970777848979,45.26423746336149,339.9517547612741,71.08336077039439,6.316534346687705,0,100.0
